iter	Logloss
388	0.2465946679
389	0.2465419217
390	0.2464773024
391	0.2464230938
392	0.246373966
393	0.2462856871
394	0.2462564425
395	0.2461525384
396	0.2461339634
397	0.2461043012
398	0.2460391148
399	0.2459895861
400	0.2459362689
401	0.2458826454
402	0.2458400571
403	0.2457966143
404	0.245763768
405	0.2457032479
406	0.2456664237
407	0.2456220847
408	0.2455790288
409	0.2454919774
410	0.2454112522
411	0.2453453721
412	0.2452980762
413	0.2452612701
414	0.2452033755
415	0.2451598229
416	0.2451107843
417	0.2450791792
418	0.2450393655
419	0.2449984335
420	0.2449399833
421	0.2448692697
422	0.2448120716
423	0.2447789474
424	0.244741498
425	0.2446378235
426	0.2446377727
427	0.2445817234
428	0.2445417745
429	0.2444865546
430	0.2444411338
431	0.2444116336
432	0.2443523041
433	0.2443204122
434	0.2442809694
435	0.2442523688
436	0.2441976365
437	0.2441565269
438	0.2440790704
439	0.2440130211
440	0.243972932
441	0.2439104739
442	0.2438704365
443	0.2438115771
444	0.2437798817
445	0.2437103522
446	0.2436442759
447	0.2436024844
448	0.2435590165
449	0.2434981775
450	0.2434798025
451	0.2434031062
452	0.2433500028
453	0.2432966363
454	0.2432474616
455	0.2432324527
456	0.2431832693
457	0.2431362983
458	0.243087118
459	0.243046021
460	0.2429987013
461	0.2428940869
462	0.2428575621
463	0.2428237729
464	0.2427499476
465	0.2427160103
466	0.2426848907
467	0.2426660651
468	0.2426385929
469	0.2425951963
470	0.242566642
471	0.2425235258
472	0.2424813127
473	0.2424333417
474	0.2423827439
475	0.242343121
476	0.242302173
477	0.2422837494
478	0.2422535869
479	0.2422031398
480	0.2421725659
481	0.2421278869
482	0.2421035292
483	0.2420633669
484	0.242019643
485	0.241962701
486	0.2419225674
487	0.2418897762
488	0.241849826
489	0.2418333386
490	0.241792909
491	0.2417690101
492	0.2417380169
493	0.2416844847
494	0.2416492869
495	0.2415860622
496	0.2415557159
497	0.2415171728
498	0.2414744608
499	0.2414493623
500	0.241394026
501	0.2413679185
502	0.2413326293
503	0.2413150241
504	0.2412806825
505	0.2412576195
506	0.2412451554
507	0.241227229
508	0.241186557
509	0.2411339363
510	0.2411091975
511	0.2410815544
512	0.2410404273
513	0.240987455
514	0.2409539292
515	0.2409159331
516	0.2407872438
517	0.2407663925
518	0.2407363269
519	0.2407156789
520	0.2406890114
521	0.2406520629
522	0.2405774612
523	0.2405632965
524	0.2405136705
525	0.2404617787
526	0.2404300299
527	0.2404065654
528	0.2403923577
529	0.2403496487
530	0.2402657803
531	0.2402455669
532	0.2402310515
533	0.2401926642
534	0.240170977
535	0.2401479598
536	0.2401290111
537	0.2400876073
538	0.2400316096
539	0.2399919746
540	0.2399585839
541	0.2399203051
542	0.2398661753
543	0.2398147397
544	0.2397882811
545	0.2397361057
546	0.2397050419
547	0.2396528257
548	0.2396111518
549	0.239565606
550	0.2395086326
551	0.2394834266
552	0.239431392
553	0.2393644421
554	0.239348725
555	0.239325052
556	0.2392816936
557	0.2392607773
558	0.2392248893
559	0.2392050253
560	0.2391709489
561	0.2391577272
562	0.2391173262
563	0.2390928823
564	0.2390520942
565	0.239009844
566	0.2389505731
567	0.2388999294
568	0.2388936594
569	0.2388522848
570	0.2388085566
571	0.2387741465
572	0.2387495868
573	0.2387314788
574	0.2387000978
575	0.2386737517
576	0.2386628566
577	0.2386291027
578	0.2385832218
579	0.2385595838
580	0.2385044362
581	0.2384891224
582	0.2384833229
583	0.2384568441
584	0.2384398283
585	0.2384109487
586	0.2383828227
587	0.2383643284
588	0.2383424263
589	0.2382832616
590	0.238245343
591	0.2382015218
592	0.2381716663
593	0.2381026136
594	0.2380851437
595	0.2380418154
596	0.2380280198
597	0.2380059536
598	0.2379715524
599	0.2379578739
600	0.2379366562
601	0.2378766498
602	0.2378240612
603	0.2377902981
604	0.237751938
605	0.2377221118
606	0.2376858078
607	0.2376169015
608	0.2375860345
609	0.2375236582
610	0.2375008867
611	0.2374637814
612	0.2374262393
613	0.2373823269
614	0.2373617504
615	0.2373300312
616	0.2373026164
617	0.2372787804
618	0.2372446558
619	0.2372210088
620	0.2372023544
621	0.2371615442
622	0.2371281552
623	0.2370920794
624	0.2370716956
625	0.2370383896
626	0.2370167876
627	0.236979784
628	0.2369194775
629	0.2368642457
630	0.2368605502
631	0.2368304796
632	0.2368106316
633	0.2367991573
634	0.2367484005
635	0.236731837
636	0.236715414
637	0.2366921192
638	0.2366730179
639	0.2366514268
640	0.2366044321
641	0.2365607941
642	0.2365376957
643	0.236495555
644	0.2364644683
645	0.2364095506
646	0.2363816308
647	0.2363677162
648	0.236346716
649	0.2363231625
650	0.2362851538
651	0.2362490956
652	0.236226598
653	0.2361934099
654	0.2361634479
655	0.2361366279
656	0.2360811964
657	0.2360535475
658	0.2360248392
659	0.2360023177
660	0.2359827704
661	0.2359589261
662	0.2359268054
663	0.2358981982
664	0.23586628
665	0.235834105
666	0.2358134503
667	0.2357990973
668	0.2357732163
669	0.2357544439
670	0.2357189251
671	0.235700068
672	0.2356594463
673	0.2356485091
674	0.2356222848
675	0.2356067865
676	0.2355743893
677	0.235544186
678	0.2355111948
679	0.2354925709
680	0.235487405
681	0.2354099191
682	0.2353822061
683	0.2353783187
684	0.2353464507
685	0.2353071928
686	0.2352857721
687	0.2352595349
688	0.2352373122
689	0.2351981403
690	0.2351727635
691	0.2351586898
692	0.2351365791
693	0.2351227562
694	0.2350966846
695	0.2350826278
696	0.2350610228
697	0.2350348508
698	0.2350153687
699	0.2349902661
700	0.2349722205
701	0.2349291347
702	0.2349067373
703	0.234865525
704	0.2348504401
705	0.23483437
706	0.2348026256
707	0.2347742841
708	0.2347567627
709	0.2347280741
710	0.2346984956
711	0.2346899721
712	0.2346343785
713	0.234604298
714	0.2345662156
715	0.2345375291
716	0.2345032898
717	0.234450405
718	0.2344211312
719	0.2343880692
720	0.2343517234
721	0.2343366042
722	0.2343251116
723	0.234305586
724	0.2342931
725	0.2342854905
726	0.234280974
727	0.2342670216
728	0.2342365511
729	0.2342116576
730	0.2341793334
731	0.2341489823
732	0.2340857047
733	0.234060773
734	0.2340380237
735	0.2340244141
736	0.2340074652
737	0.2339939883
738	0.2339836036
739	0.2339674304
740	0.233964319
741	0.2339405029
742	0.2339033038
743	0.2338808289
744	0.2338518569
745	0.233828655
746	0.2337950776
747	0.233771657
748	0.2337592479
749	0.2337306302
750	0.2337154667
751	0.2336843778
752	0.2336758204
753	0.233645528
754	0.2336318829
755	0.2336084466
756	0.2335836187
757	0.233552359
758	0.2335199871
759	0.2335102792
760	0.233479635
761	0.2334556169
762	0.2334233677
763	0.2334102974
764	0.2333914493
765	0.2333668388
766	0.2333478504
767	0.2333321249
768	0.2333198784
769	0.2332870324
770	0.2332547711
771	0.2332401506
772	0.2332131265
773	0.2332004271
774	0.2331920071
775	0.2331660954
776	0.2331258832
777	0.2331015365
778	0.2330968
779	0.2330718612
780	0.2330448717
781	0.233019679
782	0.2329971066
783	0.2329802224
784	0.2329534395
785	0.2329328763
786	0.2329162958
787	0.2328835064
788	0.232864205
789	0.232852822
790	0.2328217633
791	0.2327950701
792	0.2327750757
793	0.232771042
794	0.2327569005
795	0.2327323213
796	0.2327156674
797	0.2327013928
798	0.2326838973
799	0.2326707205
800	0.2326528344
801	0.2326375926
802	0.2326094424
803	0.2325881455
804	0.2325502341
805	0.232532209
806	0.2325192238
807	0.2325119145
808	0.232490689
809	0.2324741733
810	0.2324623935
811	0.2324456145
812	0.232436728
813	0.2324332854
814	0.2324067081
815	0.2323897602
816	0.2323686258
817	0.2323373278
818	0.2323252957
819	0.2322881194
820	0.2322713776
821	0.2322553746
822	0.2322243882
823	0.2322069258
824	0.2321868478
825	0.2321848446
826	0.2321534614
827	0.2321367236
828	0.2320915354
829	0.2320677679
830	0.2320305354
831	0.2320133169
832	0.2319932546
833	0.2319726109
834	0.2319437036
835	0.2319095735
836	0.2318837301
837	0.2318731188
838	0.2318434727
839	0.2318337847
840	0.231804601
841	0.2317866689
842	0.231763919
843	0.2317390249
844	0.2317164334
845	0.2317126085
846	0.2317108555
847	0.2316815098
848	0.2316503788
849	0.2316133653
850	0.2315883265
851	0.2315689939
852	0.2315689915
853	0.2315404099
854	0.2315106062
855	0.2314833103
856	0.2314625831
857	0.2314414049
858	0.231413782
859	0.2313933913
860	0.2313709337
861	0.2313305565
862	0.2312993978
863	0.2312737111
864	0.2312551712
865	0.2312254825
866	0.2312154862
867	0.2311877891
868	0.2311534564
869	0.2311373504
870	0.2311257447
871	0.2311193537
872	0.2310990898
873	0.2310744838
874	0.2310553193
875	0.2310277981
876	0.2310156729
877	0.2309940231
878	0.2309724042
879	0.2309654967
880	0.230924355
881	0.2309206695
882	0.2308951504
883	0.2308671818
884	0.2308660712
885	0.2308510503
886	0.2308454061
887	0.2308332772
888	0.2308157648
889	0.2307901623
890	0.2307731634
891	0.2307565815
892	0.2307464775
893	0.2307012052
894	0.2306918396
895	0.2306465129
896	0.2306375738
897	0.2306309364
898	0.2306160639
899	0.2305956074
900	0.230583997
901	0.2305829057
902	0.2305774771
903	0.2305576604
904	0.23054641
905	0.2305393695
906	0.2305368556
907	0.2305042807
908	0.230494999
909	0.2304718674
910	0.2304445578
911	0.2304282054
912	0.2304002361
913	0.2303654911
914	0.2303595098
915	0.2303552954
916	0.2303458325
917	0.2303256148
918	0.2303172092
919	0.2302901571
920	0.2302751619
921	0.2302522823
922	0.2302249381
923	0.2302120072
924	0.2302063012
925	0.2301844235
926	0.2301603263
927	0.2301332554
928	0.2300934219
929	0.2300760981
930	0.2300657151
931	0.2300508034
932	0.230037625
933	0.2300345828
934	0.2300189008
935	0.229995748
936	0.2299753297
937	0.2299608281
938	0.2299487522
939	0.2299304649
940	0.2299137248
941	0.2299136708
942	0.229888428
943	0.2298582991
944	0.2298468533
945	0.2298432601
946	0.2298186422
947	0.2298129661
948	0.2298033794
949	0.2297778798
950	0.2297398646
951	0.2297288929
952	0.2297220154
953	0.2296832747
954	0.2296618377
955	0.2296437313
956	0.2296265879
957	0.2296145483
958	0.2295879998
959	0.2295597318
960	0.2295567712
961	0.2295260082
962	0.2294993637
963	0.2294970473
964	0.2294792237
965	0.2294539387
966	0.2294397293
967	0.2294275166
968	0.2294070063
969	0.2293739277
970	0.2293520122
971	0.229334605
972	0.229319565
973	0.2293009478
974	0.2292970402
975	0.229278228
976	0.2292534845
977	0.2292252023
978	0.2291842679
979	0.2291774265
980	0.2291611099
981	0.2291418757
982	0.2291240731
983	0.2291109288
984	0.2290991819
985	0.2290864834
986	0.229068415
987	0.2290364484
988	0.2290153362
989	0.2290066825
990	0.2289766362
991	0.2289523946
992	0.2289497678
993	0.2289335351
994	0.2289115303
995	0.2288953919
996	0.2288821822
997	0.2288702202
998	0.2288426914
999	0.2288278095
